Progress,Duration (in seconds),Finished,ResponseId,1,2,3,4,5#1_1,5#1_2,5#1_3,5#1_4,5#1_5,5#1_6,5#1_7,5#1_8,5#1_9,5#1_10,5#1_11,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7,7 _8,7 _9,7 _10,7 _11,7 _12,7 _13,7 _14,7 _15,7 _16,7 _17,7 _18,7 _19,7 _20,7 _21,7 _22,7 _23,7 _24,7 _25,7 _26,7 _27,7 _28,7 _29,7 _30,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,7_13,7_14,7_15,7_16,7_17,7_18,7_19,7_20,7_21,7_22,7_23,7_24,7_25,7_26,7_27,7_28,7_29,7_30,7_31,7_32,7_33,7_34,7_35,7_36,7_37,7_38,7_39,7_40,7_41,7_42,7_43,7_44,7_45,7_46,7_47,7_48,7_49,7_50,7_51,7_52,7_53,7_54,7_55,7_56,7_57,7_58,7_59,7_60,7_61,7_62,7_63,7_64,7_65,7_66,7_67,7_68,7_69,7_70,7_71,7 _1,7 _2,7 _3,7 _4,7 _5,7 _6,7 _7
100,206,1,R_6DP97rp0TWtr6Vr,3,3,3,"2,4",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,8,8,8,1,8,1,1,1,1,8,1,1,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1,8,8,1,1,1,1,1,1,1,1,8,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,326,1,R_70MHPkFt9KA1N3e,5,5,4,"1,2,3,4",,,"1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,4,4,5,4,2,1,1,1,1,1,1,2,2,,2,3,1,2,1,7,6,5,4,3,5,7,3,2,1,1,1,,,,,,,
100,55,1,R_7wKNKbJvujNuEyf,4,5,5,3,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,944,1,R_7qWGykixWMO0l4u,3,3,3,"1,2,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,8,1,1,1,5,1,1,1,5,5,1,5,3,3,6,6,5,2,3,5,6,6,4,4,3,2,3,5,2,4,2,2,7,7,2,1,4,2,3,3,1,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,1,1,1
100,1068,1,R_7Gvk71cpNAzhbFB,2,4,4,"1,3",,,"3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,6,7,8,5,8,1,1,1,5,8,5,8,1,1,1,8,1,1,1,8,1,1,8,8,1,8,8,4,1,1,1,1,1,1,1,1,8,8,8,7,8,5,5,7,8,4,7,3,7,5,5,6,3,4,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,1,7,1
100,188,1,R_5qEi3L3ueTwTKfL,3,1,2,4,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,8,6
100,637,1,R_5TTuOMUqNtskPEB,4,4,3,"3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,3,4,4,,4,4,1,1,3,3,3,3,3,1,1,2,1,1,1,2,1,4,1,1,1,2,6,1,6,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,1195,1,R_6Gof2PRELjrPYBz,1,7,6,"2,3,4",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,8,8,8,8,8,8,8,8,8,7,8,8,2,8,1,4,4,4,,,,,,,,,,,,,1,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1
100,530,1,R_5M9rGeoXaKkOFZD,4,5,5,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,1,,1,8,1,1,1,1,1,1,8,8,8,8,8,8,3,8,8,3,3,5,5,,4,5,7,6,2,2,2,2,2,4,6,5,5,6,5,6,3,6,4,4,4,4,3,7,7,4,2,5,5,4,,4,5,3,3,6,6,4,7,5,6,7,4,3,5,1,2,5,,,1,2,3,2,5
100,100,1,R_4mY8kq04fdbFR4J,4,5,3,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,2,2,2,2,3,4,3,3,4,8,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,2234,1,R_3OVlUoRDxJY69Om,3,3,3,"1,2",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,3,1,1,4,5,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,8,1,1,1,8,6,7,1,1,1,1,6,6,1,1,4,5,4,5,6,2,7,1,7,4,1,3,1,3,5,1,1,5,1,4,6,1,4,5,3,1,4,3,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,5
100,701,1,R_7hLA8tiHMxipiuZ,4,1,1,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,1,1,1,1,1,,1,3,3,2,2,2,4,3,4,4,1,1,1,1,1,1,1,1,6,2,1,,1,3,5,7,1,1,1,1,1,1,2,2,3,2,3,7,6,7,1,1,1,3,1,7,6,6,1,6,6,1,,1,5,1,1,3,4,3,7,7,4,4,1,1,1,1,1,1,,,1,1,1,1,1
100,367,1,R_4fqfoLRbuIiJrQB,4,6,5,"1,3,4",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,7,4,4,4,4,5,6,5,3,3,7,7,1,7,5,5,7,3,1,3,1,4,1,1,1,1,,1,1,1,1,6,1,1,5,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,78,1,R_7Vw4d8kzDloUUfb,4,1,1,4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,430,1,R_6iDi0WTZYLOm9Gx,5,5,5,"2,3",,,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,1,1,7,1,1,1,1,3,4,1,2,,2,1,4,1,1,7,1,5,7,2,1,2,2,1,1,1,1,,,,,,,
100,350,1,R_4iKBjS1kl5AvJIt,2,3,3,"1,2",,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,3,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,8,7,4,4,1,3,3,7,5,7,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,1459,1,R_4Uhc9c11dsEED1D,1,7,6,"1,2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,3,7,7,4,2,2,7,7,1,2,1,5,6,7,4,2,5,3,,,,,,,,,,,,,7,7,5,3,5,6,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,6,7,5,7,6
100,241,1,R_4mQMostOuingaAU,1,4,4,"1,2,3",,"1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",8,4,4,5,4,4,5,7,7,2,7,7,4,7,2,3,4,4,,,,,,,,,,,,,8,6,6,1,1,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,5,3,6,6
100,359,1,R_7eaf316McGb3QNW,4,6,5,"2,3,4",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,1,7,7,3,7,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,,1,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,7,1,8,8,,1,1,7,1,1,1,1,1,1,7,7,7,7,1,7,7,7,1,1,7,7,1,1,1,7,7,1,1,1,7,,1,1,1,1,1,7,1,7,7,1,7,1,1,1,1,1,1,,,1,7,1,7,1
100,2515,1,R_3qk4WhnhdbkSa46,3,1,1,4,"1,2,3,4,5","1,2,3,4,5",,,,,,,,"1,2,3,4,5","1,2,3,4,5",,,,,,,,1,1,2,2,2,3,3,1,4,2,3,4,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,2,8,1,3,1,3,4,4,1,1,1,3,1,2,3,1,4,4,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,4,4,5,2,1,4,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,4,4
100,555,1,R_5PzX5lUolQRhmHT,3,5,5,4,,,,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,1,5,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,1,1,1,1,1,7,7,1,1,1,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,1,1,1,1,1,7,3,1,7,1,1,1,1,7,7,7,6,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,282,1,R_3uvXWLcDtMWWbTx,2,3,3,"1,4",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,8,8,8,8,8,8,8,8,8,6,8,8,8,7,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,3,6,6,6,7,7,7,7,5,5,5,5,5,5,1,6,6,1,4,6,6,4,7,1,7,5,1,1,1,1,1,4,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,1,8,1
100,524,1,R_3nxBjCFrvv74PMI,5,4,4,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,7,4,3,3,3,1,7,2,2,1,2,5,,3,4,2,6,2,5,6,7,6,1,5,4,2,2,1,1,1,,,,,,,
100,453,1,R_6pWCqd3vQiAiF3j,2,4,4,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,161,1,R_7EJp0yXQJsupCNP,3,4,3,"1,2",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,8,8,7,8,8,1,2,2,2,2,4,2,8,6,7,5,3,5,4,4,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,5,4,4
100,135,1,R_1ZQ5Uc50fLQGbch,5,4,4,"1,2,3",,,,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,,5,1,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,
100,714,1,R_3Zh0phbKxZoIzdf,2,3,3,"2,3","2,3,4,5","2,3,4,5","2,3,4,5","2,3,4","2,3,4","2,3,4","2,3,4","2,3,4","2,3,4","2,3,4","2,3,4",1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,7,1,7,1,2,2,4,3,5,4,4,4,4,5,3,4,4,3,3,3,3,3,4,2,5,5,6,3,3,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,5,3
100,441,1,R_3JMeHsgloIYqghP,4,1,1,"2,3",5,5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4",,,,,,,,,,,,,,4,4,4,5,5,3,4,4,4,5,5,4,3,2,5,5,5,5,5,5,5,,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,4,6,5,,5,4,3,3,6,5,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,130,1,R_3fma2Q3gvy2GuAP,4,5,3,"2,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,5,5,5,5,5,4,4,5,5,5,6,6,6,6,6,6,6,7,7,7,7,,6,6,4,5,7,7,7,7,7,5,6,7,7,7,7,1,7,1,6,6,1,,7,7,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,424,1,R_1aJGD1Ti7dP89Cp,2,4,3,"1,2,3",,,"2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,5,5,5,7,5,6,6,6,3,7,7,3,4,3,3,3,3,3,6,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,6,6,7
100,97,1,R_4EbcA9u1o9Ek6d3,4,5,5,"2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,5,8,8,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,277,1,R_5PbXBkM8lq8GumX,3,3,3,"1,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,2,2,1,1,5,5,3,3,7,1,7,2,5,3,4,6,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4
100,510,1,R_2E17odanhm9EjLN,1,6,5,"1,2,3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,1,1,1,1,1,1,1,8,8,1,8,8,1,5,1,1,1,1,,,,,,,,,,,,,1,5,6,6,6,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,1,5,3
100,371,1,R_7ltRnm5ZvuRMmNc,4,2,2,1,"1,3","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,6,4,4,6,4,3,5,5,5,5,5,5,3,3,5,5,4,3,4,4,3,,8,3,8,8,4,1,2,2,1,1,1,1,3,1,5,5,5,6,4,4,4,,7,1,3,3,4,1,6,1,1,1,1,1,1,1,1,1,1,3,5,1,1,5,7,2,1,1,1,1,1,1,,4,1,1,3,1,4,1,5,1,1,1,1,7,1,1,1,1,,,3,1,6,3,7
100,810,1,R_7Ny2bnzqMFAzJaf,5,4,4,"2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,7,2,1,1,1,1,1,1,7,2,1,,1,1,1,7,1,1,7,3,3,1,3,1,1,1,1,1,1,,,,,,,
100,435,1,R_4t4HLlj4gEXfKat,1,5,3,"1,2","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",5,5,5,5,5,5,5,3,3,3,4,4,5,4,2,1,1,1,,,,,,,,,,,,,6,7,6,6,6,5,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,5,6,6,6
100,493,1,R_6fleNtoBZPdMNlW,3,5,5,"2,3",,,"2,3,4,5","2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,8,8,4,2,2,5,6,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,5,5,4,4,3,3,4,4,5,5,6,6,6,6,6,5,5,3,6,7,7,7,6,4,6,3,4,6,6,6,6,5,5,5,6,3,3,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,4,6,3
100,411,1,R_5wAKWv51spMXvyg,4,4,3,"1,2",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,,1,1,1,1,3,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,,3,3,3,3,3,3,5,5,1,1,1,1,1,1,4,2,2,1,4,8,8,,5,4,2,4,1,1,1,1,1,4,2,4,4,4,6,3,3,8,1,4,4,6,6,3,5,6,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,5,1,5,4
100,404,1,R_7Um3fERof4Cn5TP,5,4,4,3,,"2,3,4,5","2,3,4,5","2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,3,1,2,4,1,2,6,1,2,2,,2,3,2,1,2,6,1,7,7,1,7,5,1,4,1,1,1,,,,,,,
100,348,1,R_3eRbnviyMQ9V1vn,4,4,4,"3,4","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,1,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,1,1,1,1,1,7,1,5,4,1,5,7,1,6,1,1,1,,,1,1,1,1,4
100,240,1,R_8saWMKhMeZVBrfH,1,4,4,"1,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,1,1,1,1,1,1,1,1,1,5,1,1,3,5,1,3,3,3,,,,,,,,,,,,,1,1,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,4,2,5,1
100,513,1,R_1AFhqFUqjXQFy6J,4,4,4,"2,3",,,"1,2,3,4,5","1,2,3,4,5",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,4,1,2,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,4,7,5,1,1,6,5,7,7,6,7,1,1,1,7,7,1,1,,1,5,7,4,6,4,4,3,4,6,6,7,7,7,7,6,6,3,1,1,7,7,1,1,6,4,1,1,1,4,,5,1,4,4,4,5,3,7,7,4,7,5,3,1,1,1,1,,,1,1,2,1,1
100,980,1,R_5tkpR3lkiD7WeNH,3,5,5,"1,2,3",,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4","1,2,3,4",,,,,,,,,,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,1,1,4,5,5,4,8,1,1,7,4,6,6,4,6,7,7,1,1,1,8,5,1,5,5,1,1,6,6,7,1,6,4,5,6,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1
100,1092,1,R_1kRPysMu1FYAIgN,4,3,3,"1,2",,"1,3","1,3","1,3","1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4",,,"1,3",,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,3,7,3,1,7,7,7,4,1,1,1,4,4,4,4,2,1,7,5,,3,4,5,1,5,1,5,3,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1
100,747,1,R_79ogPj9Zh2E9oNV,1,6,6,"1,2,3",,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,,,,,,,,,,,,,1,1,8,8,8,1,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,4,4
100,359,1,R_6lLkDmIDtE1NVVk,4,1,1,3,,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5",,,,,,,,,,,,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,5,5,5,5,5,5,5,6,6,4,4,4,4,6,5,5,6,3,4,4,,5,2,7,1,4,4,4,4,4,1,1,1,1,6,1,6,6,4,4,4,5,1,1,1,7,5,6,1,1,1,,1,1,1,1,1,5,1,6,6,6,6,1,1,1,1,1,1,,,1,1,6,6,6
